N3,N4,N2,Distância,Ângulo,Label
-49,-69,-54,20,60,20_60
-50,-70,-52,20,60,20_60
-50,-69,-54,20,60,20_60
-49,-70,-54,20,60,20_60
-50,-69,-54,20,60,20_60
-50,-69,-55,20,60,20_60
-50,-70,-55,20,60,20_60
-50,-69,-55,20,60,20_60
-50,-69,-55,20,60,20_60
-52,-70,-55,20,60,20_60
-50,-69,-57,20,60,20_60
-49,-69,-55,20,60,20_60
-50,-69,-56,20,60,20_60
-51,-71,-54,20,60,20_60
-51,-70,-56,20,60,20_60
-50,-67,-54,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-69,-56,20,60,20_60
-49,-70,-56,20,60,20_60
-51,-68,-53,20,60,20_60
-52,-68,-55,20,60,20_60
-50,-71,-55,20,60,20_60
-50,-67,-56,20,60,20_60
-51,-70,-56,20,60,20_60
-51,-70,-56,20,60,20_60
-50,-68,-55,20,60,20_60
-51,-70,-54,20,60,20_60
-53,-68,-55,20,60,20_60
-52,-68,-57,20,60,20_60
-51,-63,-55,20,60,20_60
-51,-67,-55,20,60,20_60
-51,-68,-54,20,60,20_60
-51,-69,-55,20,60,20_60
-51,-68,-55,20,60,20_60
-50,-69,-56,20,60,20_60
-50,-68,-56,20,60,20_60
-48,-68,-55,20,60,20_60
-50,-70,-56,20,60,20_60
-51,-70,-55,20,60,20_60
-60,-70,-56,20,60,20_60
-51,-70,-56,20,60,20_60
-50,-70,-55,20,60,20_60
-50,-71,-56,20,60,20_60
-50,-70,-56,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-67,-55,20,60,20_60
-51,-70,-54,20,60,20_60
-49,-70,-55,20,60,20_60
-50,-71,-54,20,60,20_60
-52,-70,-55,20,60,20_60
-51,-70,-55,20,60,20_60
-50,-69,-55,20,60,20_60
-51,-71,-57,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-70,-55,20,60,20_60
-50,-71,-54,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-71,-54,20,60,20_60
-50,-71,-60,20,60,20_60
-50,-70,-53,20,60,20_60
-50,-69,-56,20,60,20_60
-50,-71,-56,20,60,20_60
-51,-70,-55,20,60,20_60
-51,-71,-56,20,60,20_60
-50,-69,-56,20,60,20_60
-51,-70,-55,20,60,20_60
-52,-69,-55,20,60,20_60
-51,-69,-54,20,60,20_60
-51,-70,-55,20,60,20_60
-51,-70,-54,20,60,20_60
-51,-71,-55,20,60,20_60
-50,-70,-55,20,60,20_60
-50,-69,-55,20,60,20_60
-50,-71,-57,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-71,-55,20,60,20_60
-51,-69,-54,20,60,20_60
-50,-70,-55,20,60,20_60
-51,-69,-54,20,60,20_60
-52,-69,-60,20,60,20_60
-51,-70,-53,20,60,20_60
-51,-70,-53,20,60,20_60
-51,-70,-60,20,60,20_60
-43,-64,-48,20,90,20_90
-49,-63,-46,20,90,20_90
-49,-64,-50,20,90,20_90
-49,-63,-47,20,90,20_90
-50,-65,-46,20,90,20_90
-49,-62,-47,20,90,20_90
-49,-63,-46,20,90,20_90
-45,-63,-45,20,90,20_90
-44,-63,-51,20,90,20_90
-48,-63,-45,20,90,20_90
-42,-62,-47,20,90,20_90
-46,-63,-46,20,90,20_90
-48,-63,-47,20,90,20_90
-42,-63,-49,20,90,20_90
-47,-63,-45,20,90,20_90
-44,-63,-46,20,90,20_90
-53,-62,-46,20,90,20_90
-47,-62,-45,20,90,20_90
-45,-63,-49,20,90,20_90
-45,-62,-46,20,90,20_90
-45,-62,-46,20,90,20_90
-44,-62,-47,20,90,20_90
-45,-63,-46,20,90,20_90
-45,-62,-46,20,90,20_90
-45,-63,-45,20,90,20_90
-45,-64,-45,20,90,20_90
-45,-63,-48,20,90,20_90
-44,-64,-46,20,90,20_90
-48,-63,-46,20,90,20_90
-45,-63,-47,20,90,20_90
-47,-64,-48,20,90,20_90
-45,-62,-46,20,90,20_90
-44,-62,-46,20,90,20_90
-47,-62,-46,20,90,20_90
-47,-63,-46,20,90,20_90
-48,-63,-47,20,90,20_90
-43,-63,-46,20,90,20_90
-45,-63,-45,20,90,20_90
-45,-63,-45,20,90,20_90
-47,-63,-46,20,90,20_90
-42,-62,-48,20,90,20_90
-45,-62,-45,20,90,20_90
-48,-62,-47,20,90,20_90
-45,-62,-45,20,90,20_90
-44,-62,-46,20,90,20_90
-45,-62,-46,20,90,20_90
-44,-63,-45,20,90,20_90
-44,-63,-45,20,90,20_90
-45,-62,-45,20,90,20_90
-48,-62,-46,20,90,20_90
-45,-62,-51,20,90,20_90
-47,-60,-46,20,90,20_90
-43,-62,-46,20,90,20_90
-44,-62,-48,20,90,20_90
-44,-64,-46,20,90,20_90
-47,-63,-50,20,90,20_90
-47,-64,-47,20,90,20_90
-47,-64,-46,20,90,20_90
-45,-64,-47,20,90,20_90
-44,-63,-46,20,90,20_90
-48,-64,-45,20,90,20_90
-46,-64,-51,20,90,20_90
-44,-64,-45,20,90,20_90
-47,-65,-47,20,90,20_90
-44,-63,-46,20,90,20_90
-44,-64,-47,20,90,20_90
-45,-64,-49,20,90,20_90
-47,-64,-45,20,90,20_90
-48,-64,-46,20,90,20_90
-45,-64,-46,20,90,20_90
-45,-64,-45,20,90,20_90
-47,-64,-49,20,90,20_90
-45,-63,-46,20,90,20_90
-44,-64,-46,20,90,20_90
-44,-64,-47,20,90,20_90
-43,-65,-46,20,90,20_90
-44,-64,-46,20,90,20_90
-45,-65,-45,20,90,20_90
-45,-65,-45,20,90,20_90
-46,-64,-48,20,90,20_90
-44,-64,-46,20,90,20_90
-45,-64,-46,20,90,20_90
-47,-64,-47,20,90,20_90
-44,-63,-48,20,90,20_90
-46,-63,-46,20,90,20_90
-45,-63,-46,20,90,20_90
-44,-64,-46,20,90,20_90
-44,-64,-46,20,90,20_90
-46,-64,-47,20,90,20_90
-43,-63,-46,20,90,20_90
-45,-64,-45,20,90,20_90
-45,-64,-45,20,90,20_90
-45,-65,-46,20,90,20_90
-44,-64,-48,20,90,20_90
-42,-65,-45,20,90,20_90
-45,-65,-47,20,90,20_90
-43,-64,-45,20,90,20_90
-43,-64,-46,20,90,20_90
-44,-64,-46,20,90,20_90
-44,-64,-45,20,90,20_90
-47,-62,-45,20,120,20_120
-48,-62,-45,20,120,20_120
-45,-64,-45,20,120,20_120
-42,-64,-45,20,120,20_120
-45,-65,-45,20,120,20_120
-45,-64,-47,20,120,20_120
-46,-64,-50,20,120,20_120
-45,-64,-48,20,120,20_120
-48,-64,-48,20,120,20_120
-48,-65,-49,20,120,20_120
-48,-63,-50,20,120,20_120
-48,-63,-49,20,120,20_120
-47,-63,-50,20,120,20_120
-47,-63,-49,20,120,20_120
-48,-64,-48,20,120,20_120
-48,-63,-49,20,120,20_120
-49,-63,-48,20,120,20_120
-50,-64,-47,20,120,20_120
-51,-64,-50,20,120,20_120
-51,-63,-48,20,120,20_120
-48,-63,-49,20,120,20_120
-49,-64,-48,20,120,20_120
-51,-64,-48,20,120,20_120
-51,-64,-51,20,120,20_120
-48,-64,-49,20,120,20_120
-48,-64,-51,20,120,20_120
-49,-64,-49,20,120,20_120
-50,-63,-50,20,120,20_120
-49,-63,-51,20,120,20_120
-50,-64,-49,20,120,20_120
-51,-64,-51,20,120,20_120
-48,-64,-49,20,120,20_120
-49,-64,-51,20,120,20_120
-48,-64,-51,20,120,20_120
-50,-64,-49,20,120,20_120
-52,-64,-50,20,120,20_120
-49,-64,-48,20,120,20_120
-50,-64,-47,20,120,20_120
-50,-64,-48,20,120,20_120
-48,-64,-48,20,120,20_120
-50,-63,-48,20,120,20_120
-50,-64,-47,20,120,20_120
-47,-63,-50,20,120,20_120
-50,-63,-48,20,120,20_120
-51,-63,-48,20,120,20_120
-49,-64,-47,20,120,20_120
-51,-64,-47,20,120,20_120
-51,-63,-47,20,120,20_120
-53,-63,-47,20,120,20_120
-52,-64,-48,20,120,20_120
-52,-63,-52,20,120,20_120
-48,-65,-52,20,120,20_120
-52,-65,-48,20,120,20_120
-52,-65,-49,20,120,20_120
-52,-64,-49,20,120,20_120
-51,-64,-53,20,120,20_120
-51,-65,-50,20,120,20_120
-51,-65,-50,20,120,20_120
-52,-62,-50,20,120,20_120
-51,-64,-49,20,120,20_120
-51,-64,-48,20,120,20_120
-51,-63,-48,20,120,20_120
-55,-64,-48,20,120,20_120
-52,-63,-47,20,120,20_120
-51,-64,-48,20,120,20_120
-51,-65,-47,20,120,20_120
-51,-65,-50,20,120,20_120
-52,-64,-49,20,120,20_120
-52,-64,-51,20,120,20_120
-52,-63,-48,20,120,20_120
-51,-64,-47,20,120,20_120
-52,-63,-49,20,120,20_120
-51,-64,-49,20,120,20_120
-52,-64,-48,20,120,20_120
-50,-63,-48,20,120,20_120
-48,-64,-50,20,120,20_120
-51,-64,-50,20,120,20_120
-51,-64,-49,20,120,20_120
-52,-63,-48,20,120,20_120
-52,-64,-48,20,120,20_120
-56,-64,-48,20,120,20_120
-52,-64,-47,20,120,20_120
-51,-64,-47,20,120,20_120
-50,-64,-49,20,120,20_120
-50,-64,-51,20,120,20_120
-52,-64,-48,20,120,20_120
-51,-64,-47,20,120,20_120
-51,-64,-49,20,120,20_120
-51,-65,-49,20,120,20_120
-48,-65,-48,20,120,20_120
-50,-65,-48,20,120,20_120
-52,-65,-50,20,120,20_120
-48,-64,-50,20,120,20_120
-51,-65,-49,20,120,20_120
-48,-64,-48,20,120,20_120
-53,-65,-48,20,120,20_120
-49,-65,-48,20,120,20_120
-48,-65,-47,20,120,20_120
-48,-64,-47,20,120,20_120
-49,-64,-47,20,120,20_120
-48,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-51,-63,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-50,-63,-47,20,150,20_150
-50,-63,-54,20,150,20_150
-51,-64,-47,20,150,20_150
-51,-63,-44,20,150,20_150
-50,-63,-48,20,150,20_150
-50,-63,-47,20,150,20_150
-47,-63,-49,20,150,20_150
-52,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-52,-62,-51,20,150,20_150
-51,-63,-45,20,150,20_150
-52,-63,-46,20,150,20_150
-49,-64,-45,20,150,20_150
-49,-62,-46,20,150,20_150
-49,-64,-48,20,150,20_150
-50,-62,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-47,-63,-49,20,150,20_150
-49,-63,-50,20,150,20_150
-49,-63,-49,20,150,20_150
-49,-63,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-50,-63,-49,20,150,20_150
-51,-63,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-50,-63,-49,20,150,20_150
-51,-63,-48,20,150,20_150
-50,-63,-48,20,150,20_150
-49,-64,-49,20,150,20_150
-46,-64,-49,20,150,20_150
-50,-64,-50,20,150,20_150
-51,-64,-45,20,150,20_150
-50,-63,-49,20,150,20_150
-50,-63,-48,20,150,20_150
-51,-62,-51,20,150,20_150
-51,-63,-48,20,150,20_150
-51,-63,-51,20,150,20_150
-51,-62,-49,20,150,20_150
-51,-63,-48,20,150,20_150
-51,-63,-48,20,150,20_150
-51,-62,-49,20,150,20_150
-56,-63,-48,20,150,20_150
-52,-63,-49,20,150,20_150
-52,-63,-48,20,150,20_150
-52,-62,-48,20,150,20_150
-51,-63,-49,20,150,20_150
-52,-63,-48,20,150,20_150
-51,-64,-48,20,150,20_150
-52,-63,-48,20,150,20_150
-51,-64,-49,20,150,20_150
-52,-63,-49,20,150,20_150
-50,-64,-49,20,150,20_150
-52,-64,-49,20,150,20_150
-51,-65,-48,20,150,20_150
-52,-65,-48,20,150,20_150
-51,-64,-49,20,150,20_150
-52,-63,-49,20,150,20_150
-52,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-50,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-65,-50,20,150,20_150
-51,-63,-50,20,150,20_150
-52,-64,-49,20,150,20_150
-52,-64,-49,20,150,20_150
-52,-63,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-52,-64,-49,20,150,20_150
-49,-62,-50,20,150,20_150
-52,-64,-50,20,150,20_150
-52,-64,-52,20,150,20_150
-51,-64,-50,20,150,20_150
-51,-65,-50,20,150,20_150
-51,-63,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-64,-49,20,150,20_150
-51,-63,-49,20,150,20_150
-51,-63,-50,20,150,20_150
-51,-63,-50,20,150,20_150
-52,-63,-52,20,150,20_150
-52,-63,-50,20,150,20_150
-52,-64,-50,20,150,20_150
-52,-63,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-52,-62,-49,20,150,20_150
-50,-63,-54,20,180,20_180
-50,-64,-55,20,180,20_180
-50,-63,-53,20,180,20_180
-49,-63,-53,20,180,20_180
-50,-66,-53,20,180,20_180
-50,-66,-53,20,180,20_180
-50,-66,-55,20,180,20_180
-49,-65,-53,20,180,20_180
-50,-65,-57,20,180,20_180
-52,-68,-53,20,180,20_180
-52,-69,-54,20,180,20_180
-52,-66,-57,20,180,20_180
-51,-66,-55,20,180,20_180
-50,-67,-56,20,180,20_180
-51,-67,-56,20,180,20_180
-51,-67,-53,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-66,-58,20,180,20_180
-50,-66,-55,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-67,-54,20,180,20_180
-50,-68,-55,20,180,20_180
-50,-67,-55,20,180,20_180
-51,-68,-54,20,180,20_180
-56,-66,-55,20,180,20_180
-51,-67,-54,20,180,20_180
-50,-63,-54,20,180,20_180
-51,-66,-54,20,180,20_180
-51,-67,-53,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-66,-54,20,180,20_180
-51,-66,-54,20,180,20_180
-51,-66,-54,20,180,20_180
-51,-66,-55,20,180,20_180
-51,-66,-55,20,180,20_180
-51,-65,-55,20,180,20_180
-52,-66,-54,20,180,20_180
-51,-67,-55,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-67,-54,20,180,20_180
-50,-67,-53,20,180,20_180
-52,-67,-55,20,180,20_180
-51,-68,-53,20,180,20_180
-52,-67,-53,20,180,20_180
-52,-67,-54,20,180,20_180
-52,-67,-55,20,180,20_180
-50,-67,-53,20,180,20_180
-51,-67,-53,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-66,-54,20,180,20_180
-51,-67,-53,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-68,-53,20,180,20_180
-51,-68,-54,20,180,20_180
-52,-67,-54,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-68,-55,20,180,20_180
-51,-68,-54,20,180,20_180
-52,-67,-54,20,180,20_180
-52,-67,-54,20,180,20_180
-51,-67,-53,20,180,20_180
-51,-67,-54,20,180,20_180
-51,-68,-53,20,180,20_180
-50,-68,-54,20,180,20_180
-51,-67,-52,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-69,-54,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-68,-54,20,180,20_180
-51,-67,-53,20,180,20_180
-53,-67,-52,20,180,20_180
-51,-65,-52,20,180,20_180
-51,-64,-53,20,180,20_180
-50,-64,-54,20,180,20_180
-50,-66,-55,20,180,20_180
-50,-65,-54,20,180,20_180
-50,-64,-54,20,180,20_180
-51,-65,-54,20,180,20_180
-49,-63,-53,20,180,20_180
-49,-63,-54,20,180,20_180
-50,-64,-53,20,180,20_180
-50,-64,-54,20,180,20_180
-50,-64,-52,20,180,20_180
-49,-66,-54,20,180,20_180
-50,-65,-54,20,180,20_180
-50,-64,-54,20,180,20_180
-50,-65,-54,20,180,20_180
-53,-65,-54,20,180,20_180
-49,-64,-53,20,180,20_180
-48,-65,-52,20,180,20_180
-49,-63,-52,20,180,20_180
-49,-63,-53,20,180,20_180
-50,-64,-54,20,180,20_180
-49,-64,-52,20,180,20_180
-50,-64,-53,20,180,20_180
-50,-66,-54,20,180,20_180
-50,-66,-54,20,180,20_180
-57,-71,-59,25,0,25_0
-58,-72,-58,25,0,25_0
-57,-71,-62,25,0,25_0
-57,-69,-63,25,0,25_0
-58,-68,-60,25,0,25_0
-59,-68,-60,25,0,25_0
-60,-67,-60,25,0,25_0
-59,-70,-59,25,0,25_0
-59,-68,-62,25,0,25_0
-59,-69,-61,25,0,25_0
-59,-72,-60,25,0,25_0
-60,-72,-59,25,0,25_0
-58,-71,-60,25,0,25_0
-59,-73,-60,25,0,25_0
-60,-74,-61,25,0,25_0
-59,-71,-60,25,0,25_0
-58,-71,-60,25,0,25_0
-60,-70,-61,25,0,25_0
-60,-72,-60,25,0,25_0
-56,-72,-60,25,0,25_0
-60,-71,-60,25,0,25_0
-62,-71,-60,25,0,25_0
-58,-71,-60,25,0,25_0
-60,-71,-62,25,0,25_0
-60,-72,-63,25,0,25_0
-59,-72,-60,25,0,25_0
-60,-71,-59,25,0,25_0
-59,-71,-58,25,0,25_0
-60,-70,-58,25,0,25_0
-60,-71,-59,25,0,25_0
-59,-71,-58,25,0,25_0
-59,-72,-59,25,0,25_0
-59,-72,-59,25,0,25_0
-58,-71,-60,25,0,25_0
-60,-72,-61,25,0,25_0
-59,-73,-59,25,0,25_0
-57,-71,-59,25,0,25_0
-60,-72,-60,25,0,25_0
-60,-69,-60,25,0,25_0
-59,-68,-58,25,0,25_0
-58,-72,-56,25,0,25_0
-59,-70,-59,25,0,25_0
-59,-70,-60,25,0,25_0
-59,-72,-58,25,0,25_0
-61,-71,-58,25,0,25_0
-61,-71,-60,25,0,25_0
-61,-71,-60,25,0,25_0
-62,-71,-61,25,0,25_0
-61,-71,-59,25,0,25_0
-62,-71,-59,25,0,25_0
-62,-71,-60,25,0,25_0
-62,-70,-59,25,0,25_0
-60,-71,-58,25,0,25_0
-61,-71,-58,25,0,25_0
-62,-71,-57,25,0,25_0
-62,-70,-58,25,0,25_0
-62,-71,-63,25,0,25_0
-61,-69,-58,25,0,25_0
-61,-70,-59,25,0,25_0
-61,-71,-58,25,0,25_0
-62,-70,-59,25,0,25_0
-62,-70,-56,25,0,25_0
-61,-70,-56,25,0,25_0
-62,-70,-60,25,0,25_0
-62,-70,-60,25,0,25_0
-62,-69,-60,25,0,25_0
-56,-71,-60,25,0,25_0
-60,-69,-59,25,0,25_0
-60,-69,-57,25,0,25_0
-61,-70,-60,25,0,25_0
-60,-68,-60,25,0,25_0
-60,-70,-61,25,0,25_0
-60,-69,-61,25,0,25_0
-58,-70,-60,25,0,25_0
-58,-70,-60,25,0,25_0
-59,-69,-60,25,0,25_0
-58,-71,-60,25,0,25_0
-57,-70,-59,25,0,25_0
-62,-70,-60,25,0,25_0
-60,-71,-60,25,0,25_0
-59,-72,-60,25,0,25_0
-58,-70,-58,25,0,25_0
-58,-71,-60,25,0,25_0
-59,-71,-60,25,0,25_0
-59,-70,-61,25,0,25_0
-59,-69,-61,25,0,25_0
-59,-70,-61,25,0,25_0
-58,-71,-60,25,0,25_0
-59,-70,-60,25,0,25_0
-58,-71,-60,25,0,25_0
-57,-71,-60,25,0,25_0
-56,-71,-59,25,0,25_0
-59,-69,-60,25,0,25_0
-52,-71,-60,25,0,25_0
-55,-71,-60,25,0,25_0
-61,-71,-58,25,0,25_0
-60,-71,-60,25,0,25_0
-60,-70,-60,25,0,25_0
-60,-72,-61,25,0,25_0
-58,-71,-61,25,0,25_0
-53,-69,-54,25,30,25_30
-55,-72,-52,25,30,25_30
-55,-69,-54,25,30,25_30
-54,-70,-56,25,30,25_30
-53,-71,-56,25,30,25_30
-54,-71,-58,25,30,25_30
-55,-68,-57,25,30,25_30
-54,-72,-55,25,30,25_30
-54,-69,-55,25,30,25_30
-50,-65,-54,25,30,25_30
-54,-72,-54,25,30,25_30
-55,-72,-53,25,30,25_30
-53,-72,-55,25,30,25_30
-61,-71,-54,25,30,25_30
-55,-72,-55,25,30,25_30
-56,-70,-57,25,30,25_30
-56,-71,-56,25,30,25_30
-56,-71,-55,25,30,25_30
-56,-70,-59,25,30,25_30
-55,-71,-55,25,30,25_30
-57,-70,-56,25,30,25_30
-56,-71,-56,25,30,25_30
-55,-69,-55,25,30,25_30
-56,-69,-56,25,30,25_30
-56,-72,-56,25,30,25_30
-56,-66,-58,25,30,25_30
-56,-68,-58,25,30,25_30
-59,-67,-58,25,30,25_30
-56,-68,-57,25,30,25_30
-56,-68,-59,25,30,25_30
-56,-68,-61,25,30,25_30
-55,-68,-59,25,30,25_30
-56,-68,-56,25,30,25_30
-56,-65,-55,25,30,25_30
-54,-69,-53,25,30,25_30
-56,-69,-54,25,30,25_30
-56,-69,-53,25,30,25_30
-55,-68,-53,25,30,25_30
-57,-69,-54,25,30,25_30
-54,-70,-55,25,30,25_30
-54,-68,-54,25,30,25_30
-54,-70,-54,25,30,25_30
-55,-70,-54,25,30,25_30
-55,-68,-54,25,30,25_30
-55,-67,-55,25,30,25_30
-51,-69,-54,25,30,25_30
-54,-68,-54,25,30,25_30
-56,-68,-54,25,30,25_30
-54,-69,-54,25,30,25_30
-55,-66,-55,25,30,25_30
-55,-68,-55,25,30,25_30
-55,-67,-54,25,30,25_30
-54,-68,-57,25,30,25_30
-54,-68,-56,25,30,25_30
-54,-68,-55,25,30,25_30
-55,-68,-57,25,30,25_30
-55,-68,-56,25,30,25_30
-54,-65,-58,25,30,25_30
-55,-69,-57,25,30,25_30
-55,-69,-54,25,30,25_30
-49,-69,-54,25,30,25_30
-59,-68,-54,25,30,25_30
-55,-69,-55,25,30,25_30
-55,-70,-55,25,30,25_30
-55,-68,-54,25,30,25_30
-54,-70,-57,25,30,25_30
-55,-70,-56,25,30,25_30
-55,-68,-55,25,30,25_30
-55,-67,-57,25,30,25_30
-55,-69,-56,25,30,25_30
-56,-68,-58,25,30,25_30
-58,-68,-57,25,30,25_30
-57,-69,-57,25,30,25_30
-49,-69,-54,25,30,25_30
-59,-68,-54,25,30,25_30
-55,-69,-55,25,30,25_30
-55,-70,-55,25,30,25_30
-55,-68,-54,25,30,25_30
-54,-70,-57,25,30,25_30
-55,-70,-56,25,30,25_30
-55,-68,-55,25,30,25_30
-55,-67,-57,25,30,25_30
-55,-69,-56,25,30,25_30
-56,-68,-58,25,30,25_30
-58,-68,-57,25,30,25_30
-57,-69,-57,25,30,25_30
-49,-69,-54,25,30,25_30
-59,-68,-54,25,30,25_30
-55,-69,-55,25,30,25_30
-55,-70,-55,25,30,25_30
-55,-68,-54,25,30,25_30
-54,-70,-57,25,30,25_30
-55,-70,-56,25,30,25_30
-55,-68,-55,25,30,25_30
-55,-67,-57,25,30,25_30
-55,-69,-56,25,30,25_30
-56,-68,-58,25,30,25_30
-58,-68,-57,25,30,25_30
-57,-69,-57,25,30,25_30
-57,-69,-57,25,30,25_30
-55,-64,-47,25,60,25_60
-54,-65,-50,25,60,25_60
-56,-65,-49,25,60,25_60
-56,-66,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-54,-67,-49,25,60,25_60
-54,-64,-50,25,60,25_60
-55,-66,-50,25,60,25_60
-56,-65,-49,25,60,25_60
-54,-66,-50,25,60,25_60
-54,-64,-50,25,60,25_60
-56,-65,-49,25,60,25_60
-55,-65,-50,25,60,25_60
-54,-65,-50,25,60,25_60
-53,-64,-49,25,60,25_60
-57,-66,-50,25,60,25_60
-54,-67,-54,25,60,25_60
-53,-66,-48,25,60,25_60
-54,-63,-54,25,60,25_60
-53,-64,-49,25,60,25_60
-54,-65,-50,25,60,25_60
-55,-63,-47,25,60,25_60
-53,-63,-50,25,60,25_60
-55,-66,-49,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-63,-50,25,60,25_60
-54,-64,-49,25,60,25_60
-54,-64,-50,25,60,25_60
-54,-64,-50,25,60,25_60
-54,-64,-52,25,60,25_60
-54,-65,-52,25,60,25_60
-55,-66,-49,25,60,25_60
-54,-63,-50,25,60,25_60
-56,-66,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-54,-64,-49,25,60,25_60
-56,-64,-51,25,60,25_60
-55,-65,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-56,-63,-50,25,60,25_60
-54,-65,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-54,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-54,-65,-51,25,60,25_60
-54,-64,-50,25,60,25_60
-54,-63,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-54,-64,-51,25,60,25_60
-55,-65,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-66,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-56,-65,-49,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-54,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-54,-65,-51,25,60,25_60
-54,-64,-50,25,60,25_60
-54,-63,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-54,-64,-51,25,60,25_60
-55,-65,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-66,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-56,-65,-49,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-54,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-54,-65,-51,25,60,25_60
-54,-64,-50,25,60,25_60
-54,-63,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-54,-64,-51,25,60,25_60
-55,-65,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-55,-65,-50,25,60,25_60
-55,-64,-50,25,60,25_60
-56,-64,-50,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-66,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-56,-65,-49,25,60,25_60
-56,-65,-50,25,60,25_60
-56,-65,-50,25,60,25_60
-55,-66,-50,25,60,25_60
-55,-65,-49,25,60,25_60
-56,-65,-49,25,60,25_60
-53,-60,-45,25,90,25_90
-52,-61,-45,25,90,25_90
-54,-60,-44,25,90,25_90
-53,-60,-47,25,90,25_90
-53,-61,-44,25,90,25_90
-51,-60,-45,25,90,25_90
-54,-60,-46,25,90,25_90
-52,-60,-44,25,90,25_90
-52,-60,-46,25,90,25_90
-52,-59,-48,25,90,25_90
-52,-59,-48,25,90,25_90
-53,-60,-44,25,90,25_90
-54,-60,-47,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-58,-44,25,90,25_90
-51,-59,-47,25,90,25_90
-51,-61,-45,25,90,25_90
-52,-59,-48,25,90,25_90
-51,-61,-48,25,90,25_90
-53,-61,-47,25,90,25_90
-52,-60,-44,25,90,25_90
-52,-59,-47,25,90,25_90
-52,-60,-48,25,90,25_90
-54,-60,-48,25,90,25_90
-52,-60,-44,25,90,25_90
-54,-62,-48,25,90,25_90
-53,-61,-47,25,90,25_90
-54,-60,-48,25,90,25_90
-53,-61,-45,25,90,25_90
-54,-61,-47,25,90,25_90
-53,-61,-48,25,90,25_90
-53,-62,-49,25,90,25_90
-54,-62,-48,25,90,25_90
-54,-61,-45,25,90,25_90
-53,-61,-48,25,90,25_90
-54,-62,-48,25,90,25_90
-52,-61,-48,25,90,25_90
-53,-60,-48,25,90,25_90
