N3,N4,N2,Distância,Ângulo,Label
-52,-61,-48,25,90,25_90
-53,-61,-47,25,90,25_90
-53,-61,-48,25,90,25_90
-55,-62,-47,25,90,25_90
-53,-63,-46,25,90,25_90
-53,-61,-46,25,90,25_90
-53,-61,-46,25,90,25_90
-53,-61,-48,25,90,25_90
-53,-60,-48,25,90,25_90
-54,-61,-48,25,90,25_90
-53,-61,-48,25,90,25_90
-54,-60,-45,25,90,25_90
-53,-60,-48,25,90,25_90
-53,-59,-48,25,90,25_90
-53,-60,-48,25,90,25_90
-54,-60,-48,25,90,25_90
-57,-60,-48,25,90,25_90
-54,-61,-48,25,90,25_90
-53,-60,-45,25,90,25_90
-51,-61,-47,25,90,25_90
-51,-59,-47,25,90,25_90
-53,-61,-48,25,90,25_90
-51,-61,-47,25,90,25_90
-53,-60,-44,25,90,25_90
-52,-59,-47,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-60,-44,25,90,25_90
-53,-62,-48,25,90,25_90
-53,-61,-47,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-61,-45,25,90,25_90
-52,-61,-47,25,90,25_90
-54,-61,-48,25,90,25_90
-52,-62,-49,25,90,25_90
-52,-62,-48,25,90,25_90
-54,-61,-45,25,90,25_90
-52,-61,-48,25,90,25_90
-51,-62,-48,25,90,25_90
-52,-61,-48,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-61,-48,25,90,25_90
-52,-61,-47,25,90,25_90
-54,-61,-48,25,90,25_90
-51,-62,-47,25,90,25_90
-53,-63,-46,25,90,25_90
-53,-61,-46,25,90,25_90
-52,-61,-46,25,90,25_90
-52,-61,-48,25,90,25_90
-54,-60,-48,25,90,25_90
-53,-61,-48,25,90,25_90
-53,-61,-48,25,90,25_90
-53,-60,-45,25,90,25_90
-53,-60,-48,25,90,25_90
-53,-59,-48,25,90,25_90
-52,-60,-48,25,90,25_90
-52,-60,-48,25,90,25_90
-54,-60,-48,25,90,25_90
-53,-61,-48,25,90,25_90
-53,-60,-45,25,90,25_90
-53,-61,-47,25,90,25_90
-54,-66,-49,25,120,25_120
-53,-65,-48,25,120,25_120
-54,-65,-51,25,120,25_120
-53,-65,-48,25,120,25_120
-54,-65,-48,25,120,25_120
-53,-64,-50,25,120,25_120
-53,-65,-49,25,120,25_120
-54,-64,-43,25,120,25_120
-54,-64,-49,25,120,25_120
-52,-65,-48,25,120,25_120
-52,-64,-49,25,120,25_120
-52,-65,-49,25,120,25_120
-52,-64,-48,25,120,25_120
-51,-63,-49,25,120,25_120
-53,-63,-47,25,120,25_120
-55,-63,-48,25,120,25_120
-51,-63,-48,25,120,25_120
-51,-63,-48,25,120,25_120
-52,-63,-49,25,120,25_120
-52,-64,-50,25,120,25_120
-52,-63,-49,25,120,25_120
-51,-63,-49,25,120,25_120
-54,-63,-49,25,120,25_120
-51,-63,-48,25,120,25_120
-52,-64,-49,25,120,25_120
-51,-64,-49,25,120,25_120
-53,-64,-54,25,120,25_120
-53,-65,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-53,-65,-48,25,120,25_120
-55,-64,-48,25,120,25_120
-53,-65,-51,25,120,25_120
-53,-64,-50,25,120,25_120
-53,-64,-50,25,120,25_120
-54,-64,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-52,-67,-50,25,120,25_120
-54,-66,-49,25,120,25_120
-54,-67,-48,25,120,25_120
-52,-66,-50,25,120,25_120
-52,-66,-49,25,120,25_120
-53,-66,-49,25,120,25_120
-54,-66,-51,25,120,25_120
-54,-66,-49,25,120,25_120
-52,-63,-50,25,120,25_120
-53,-68,-50,25,120,25_120
-53,-65,-51,25,120,25_120
-53,-66,-50,25,120,25_120
-53,-66,-49,25,120,25_120
-53,-66,-49,25,120,25_120
-53,-65,-49,25,120,25_120
-53,-66,-50,25,120,25_120
-54,-66,-50,25,120,25_120
-53,-62,-52,25,120,25_120
-53,-65,-52,25,120,25_120
-53,-66,-53,25,120,25_120
-53,-64,-54,25,120,25_120
-53,-65,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-53,-65,-48,25,120,25_120
-55,-64,-48,25,120,25_120
-53,-65,-51,25,120,25_120
-53,-64,-50,25,120,25_120
-53,-64,-50,25,120,25_120
-54,-64,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-52,-67,-50,25,120,25_120
-54,-66,-49,25,120,25_120
-54,-67,-48,25,120,25_120
-52,-66,-50,25,120,25_120
-52,-66,-49,25,120,25_120
-53,-66,-49,25,120,25_120
-54,-66,-51,25,120,25_120
-54,-66,-49,25,120,25_120
-52,-63,-50,25,120,25_120
-53,-68,-50,25,120,25_120
-53,-65,-51,25,120,25_120
-53,-66,-50,25,120,25_120
-53,-66,-49,25,120,25_120
-53,-66,-49,25,120,25_120
-53,-65,-49,25,120,25_120
-53,-66,-50,25,120,25_120
-54,-66,-50,25,120,25_120
-53,-62,-52,25,120,25_120
-53,-65,-52,25,120,25_120
-53,-66,-53,25,120,25_120
-53,-64,-54,25,120,25_120
-53,-65,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-53,-65,-48,25,120,25_120
-55,-64,-48,25,120,25_120
-53,-65,-51,25,120,25_120
-53,-64,-50,25,120,25_120
-53,-64,-50,25,120,25_120
-54,-64,-49,25,120,25_120
-53,-64,-49,25,120,25_120
-52,-67,-50,25,120,25_120
-54,-66,-49,25,120,25_120
-54,-67,-48,25,120,25_120
-52,-66,-50,25,120,25_120
-54,-65,-50,25,150,25_150
-53,-64,-50,25,150,25_150
-54,-65,-50,25,150,25_150
-53,-64,-49,25,150,25_150
-54,-65,-49,25,150,25_150
-54,-65,-49,25,150,25_150
-53,-62,-50,25,150,25_150
-52,-65,-50,25,150,25_150
-52,-65,-50,25,150,25_150
-53,-64,-50,25,150,25_150
-55,-64,-49,25,150,25_150
-51,-64,-51,25,150,25_150
-54,-64,-48,25,150,25_150
-54,-63,-49,25,150,25_150
-53,-63,-49,25,150,25_150
-53,-64,-50,25,150,25_150
-53,-63,-48,25,150,25_150
-53,-63,-48,25,150,25_150
-54,-64,-48,25,150,25_150
-53,-64,-47,25,150,25_150
-53,-64,-48,25,150,25_150
-53,-64,-50,25,150,25_150
-53,-63,-49,25,150,25_150
-53,-64,-49,25,150,25_150
-53,-63,-49,25,150,25_150
-53,-64,-49,25,150,25_150
-53,-63,-48,25,150,25_150
-54,-64,-48,25,150,25_150
-53,-63,-48,25,150,25_150
-54,-64,-49,25,150,25_150
-54,-64,-48,25,150,25_150
-52,-64,-50,25,150,25_150
-53,-64,-50,25,150,25_150
-52,-63,-48,25,150,25_150
-53,-63,-48,25,150,25_150
-51,-64,-48,25,150,25_150
-55,-63,-48,25,150,25_150
-54,-64,-48,25,150,25_150
-56,-64,-49,25,150,25_150
-54,-63,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-54,-63,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-55,-63,-48,25,150,25_150
-55,-63,-48,25,150,25_150
-54,-64,-48,25,150,25_150
-53,-65,-48,25,150,25_150
-53,-64,-48,25,150,25_150
-54,-62,-49,25,150,25_150
-54,-62,-48,25,150,25_150
-53,-65,-49,25,150,25_150
-55,-64,-46,25,150,25_150
-54,-65,-48,25,150,25_150
-56,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-48,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-64,-49,25,150,25_150
-54,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-54,-64,-46,25,150,25_150
-53,-64,-48,25,150,25_150
-54,-62,-49,25,150,25_150
-54,-62,-48,25,150,25_150
-53,-65,-49,25,150,25_150
-55,-64,-46,25,150,25_150
-54,-65,-48,25,150,25_150
-56,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-48,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-64,-49,25,150,25_150
-54,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-54,-64,-46,25,150,25_150
-53,-64,-48,25,150,25_150
-54,-62,-49,25,150,25_150
-54,-62,-48,25,150,25_150
-53,-65,-49,25,150,25_150
-55,-64,-46,25,150,25_150
-54,-65,-48,25,150,25_150
-56,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-49,25,150,25_150
-53,-65,-48,25,150,25_150
-54,-64,-49,25,150,25_150
-53,-64,-49,25,150,25_150
-54,-65,-49,25,150,25_150
-54,-64,-49,25,150,25_150
-54,-64,-46,25,150,25_150
-53,-64,-48,25,150,25_150
-54,-62,-49,25,150,25_150
-54,-62,-48,25,150,25_150
-53,-65,-49,25,150,25_150
-55,-64,-46,25,150,25_150
-54,-62,-49,25,180,25_180
-55,-62,-49,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-62,-50,25,180,25_180
-55,-64,-50,25,180,25_180
-54,-63,-50,25,180,25_180
-54,-63,-51,25,180,25_180
-55,-63,-56,25,180,25_180
-56,-62,-50,25,180,25_180
-57,-63,-50,25,180,25_180
-56,-63,-50,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-65,-50,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-68,-49,25,180,25_180
-55,-67,-51,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-64,-51,25,180,25_180
-55,-63,-51,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-65,-50,25,180,25_180
-54,-63,-49,25,180,25_180
-56,-64,-51,25,180,25_180
-54,-63,-50,25,180,25_180
-56,-64,-49,25,180,25_180
-56,-63,-51,25,180,25_180
-55,-64,-51,25,180,25_180
-56,-63,-54,25,180,25_180
-55,-64,-51,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-50,25,180,25_180
-55,-63,-50,25,180,25_180
-56,-64,-51,25,180,25_180
-56,-64,-50,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-51,25,180,25_180
-58,-64,-50,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-49,25,180,25_180
-57,-64,-49,25,180,25_180
-56,-64,-49,25,180,25_180
-56,-63,-48,25,180,25_180
-55,-64,-49,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-64,-49,25,180,25_180
-56,-64,-55,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-54,-65,-53,25,180,25_180
-56,-65,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-55,-62,-48,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-49,25,180,25_180
-57,-64,-49,25,180,25_180
-56,-64,-49,25,180,25_180
-56,-63,-48,25,180,25_180
-55,-64,-49,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-64,-49,25,180,25_180
-56,-64,-55,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-54,-65,-53,25,180,25_180
-56,-65,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-55,-62,-48,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-49,25,180,25_180
-57,-64,-49,25,180,25_180
-56,-64,-49,25,180,25_180
-56,-63,-48,25,180,25_180
-55,-64,-49,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-64,-49,25,180,25_180
-56,-64,-55,25,180,25_180
-55,-64,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-54,-65,-53,25,180,25_180
-56,-65,-50,25,180,25_180
-55,-64,-48,25,180,25_180
-55,-62,-48,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-50,25,180,25_180
-56,-64,-49,25,180,25_180
-55,-64,-49,25,180,25_180
-57,-64,-49,25,180,25_180
-56,-64,-49,25,180,25_180
-56,-63,-48,25,180,25_180
-55,-64,-49,25,180,25_180
-55,-63,-50,25,180,25_180
-55,-64,-49,25,180,25_180
-56,-64,-55,25,180,25_180
-56,-64,-55,25,180,25_180
-65,-77,-55,30,0,30_0
-65,-75,-52,30,0,30_0
-66,-75,-52,30,0,30_0
-65,-75,-54,30,0,30_0
-66,-76,-52,30,0,30_0
-68,-77,-52,30,0,30_0
-67,-77,-53,30,0,30_0
-65,-75,-54,30,0,30_0
-65,-76,-53,30,0,30_0
-66,-76,-52,30,0,30_0
-66,-76,-53,30,0,30_0
-66,-77,-53,30,0,30_0
-66,-80,-53,30,0,30_0
-66,-81,-53,30,0,30_0
-66,-77,-53,30,0,30_0
-65,-78,-53,30,0,30_0
-65,-73,-53,30,0,30_0
-67,-77,-53,30,0,30_0
-64,-75,-53,30,0,30_0
-66,-75,-53,30,0,30_0
-65,-75,-52,30,0,30_0
-65,-76,-54,30,0,30_0
-65,-77,-54,30,0,30_0
-64,-77,-53,30,0,30_0
-65,-75,-55,30,0,30_0
-65,-76,-53,30,0,30_0
-64,-76,-53,30,0,30_0
-65,-76,-54,30,0,30_0
-65,-77,-54,30,0,30_0
-65,-80,-54,30,0,30_0
-65,-81,-53,30,0,30_0
-67,-77,-53,30,0,30_0
-66,-78,-56,30,0,30_0
-66,-73,-54,30,0,30_0
-65,-77,-53,30,0,30_0
-65,-75,-53,30,0,30_0
-65,-75,-52,30,0,30_0
-67,-75,-54,30,0,30_0
-63,-76,-53,30,0,30_0
-66,-77,-57,30,0,30_0
-66,-77,-53,30,0,30_0
-66,-75,-54,30,0,30_0
-66,-76,-54,30,0,30_0
-65,-76,-54,30,0,30_0
-65,-76,-54,30,0,30_0
-67,-77,-53,30,0,30_0
-66,-80,-55,30,0,30_0
-66,-81,-54,30,0,30_0
-66,-77,-55,30,0,30_0
-65,-78,-53,30,0,30_0
-67,-73,-53,30,0,30_0
-64,-77,-54,30,0,30_0
-64,-75,-54,30,0,30_0
-65,-75,-56,30,0,30_0
-65,-75,-54,30,0,30_0
-66,-76,-56,30,0,30_0
-66,-77,-53,30,0,30_0
-63,-77,-54,30,0,30_0
-66,-75,-54,30,0,30_0
-66,-76,-54,30,0,30_0
-66,-76,-54,30,0,30_0
-66,-76,-54,30,0,30_0
-65,-77,-54,30,0,30_0
-65,-80,-53,30,0,30_0
-67,-81,-54,30,0,30_0
-66,-77,-54,30,0,30_0
-66,-78,-55,30,0,30_0
-66,-73,-54,30,0,30_0
-67,-77,-54,30,0,30_0
-69,-75,-54,30,0,30_0
-63,-75,-54,30,0,30_0
-64,-75,-53,30,0,30_0
-63,-76,-54,30,0,30_0
-62,-77,-54,30,0,30_0
-64,-77,-53,30,0,30_0
-64,-75,-53,30,0,30_0
-63,-76,-53,30,0,30_0
-62,-76,-53,30,0,30_0
-62,-76,-54,30,0,30_0
-63,-77,-54,30,0,30_0
-61,-80,-53,30,0,30_0
-61,-81,-53,30,0,30_0
-65,-77,-53,30,0,30_0
-65,-78,-53,30,0,30_0
-66,-73,-52,30,0,30_0
-65,-77,-54,30,0,30_0
-66,-75,-53,30,0,30_0
-68,-75,-54,30,0,30_0
-67,-75,-54,30,0,30_0
-65,-76,-53,30,0,30_0
-65,-77,-53,30,0,30_0
-66,-77,-53,30,0,30_0
-66,-75,-53,30,0,30_0
-66,-76,-54,30,0,30_0
-66,-76,-54,30,0,30_0
-66,-76,-53,30,0,30_0
-66,-77,-53,30,0,30_0
-65,-80,-53,30,0,30_0
-65,-81,-53,30,0,30_0
-67,-77,-52,30,0,30_0
-55,-65,-48,30,30,30_30
-58,-70,-49,30,30,30_30
-60,-70,-51,30,30,30_30
-57,-67,-50,30,30,30_30
-55,-66,-50,30,30,30_30
-56,-66,-49,30,30,30_30
-58,-66,-48,30,30,30_30
-56,-66,-49,30,30,30_30
-55,-66,-45,30,30,30_30
-55,-67,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-66,-48,30,30,30_30
-56,-68,-47,30,30,30_30
-56,-67,-45,30,30,30_30
-56,-67,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-57,-67,-49,30,30,30_30
-57,-68,-48,30,30,30_30
-56,-69,-46,30,30,30_30
-56,-67,-45,30,30,30_30
-57,-68,-48,30,30,30_30
-58,-68,-48,30,30,30_30
-59,-69,-46,30,30,30_30
-56,-66,-48,30,30,30_30
-56,-66,-49,30,30,30_30
-55,-67,-49,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-68,-46,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-66,-49,30,30,30_30
-57,-69,-48,30,30,30_30
-56,-67,-55,30,30,30_30
-57,-68,-49,30,30,30_30
-56,-67,-47,30,30,30_30
-56,-68,-48,30,30,30_30
-59,-67,-48,30,30,30_30
-57,-66,-46,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-66,-48,30,30,30_30
-57,-68,-45,30,30,30_30
-57,-66,-49,30,30,30_30
-57,-68,-49,30,30,30_30
-55,-69,-48,30,30,30_30
-56,-67,-49,30,30,30_30
-57,-67,-46,30,30,30_30
-56,-66,-48,30,30,30_30
-56,-68,-49,30,30,30_30
-57,-66,-49,30,30,30_30
-56,-67,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-57,-67,-48,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-68,-52,30,30,30_30
-55,-67,-48,30,30,30_30
-56,-67,-49,30,30,30_30
-56,-67,-49,30,30,30_30
-56,-67,-48,30,30,30_30
-57,-67,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-66,-50,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-66,-46,30,30,30_30
-57,-66,-46,30,30,30_30
-56,-68,-49,30,30,30_30
-57,-66,-50,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-67,-50,30,30,30_30
-56,-69,-49,30,30,30_30
-57,-68,-48,30,30,30_30
-56,-66,-48,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-67,-45,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-66,-50,30,30,30_30
-54,-68,-47,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-67,-50,30,30,30_30
-56,-69,-49,30,30,30_30
-57,-68,-48,30,30,30_30
-56,-66,-48,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-67,-45,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-68,-49,30,30,30_30
-56,-66,-50,30,30,30_30
-54,-68,-47,30,30,30_30
-56,-67,-48,30,30,30_30
-56,-67,-46,30,30,30_30
-56,-67,-50,30,30,30_30
-56,-69,-49,30,30,30_30
-57,-68,-48,30,30,30_30
-55,-69,-49,30,60,30_60
-54,-68,-50,30,60,30_60
-54,-67,-51,30,60,30_60
-56,-68,-51,30,60,30_60
-54,-67,-51,30,60,30_60
-55,-67,-52,30,60,30_60
-56,-68,-52,30,60,30_60
-55,-69,-52,30,60,30_60
-54,-68,-51,30,60,30_60
-56,-65,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-56,-68,-52,30,60,30_60
-54,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-56,-69,-51,30,60,30_60
-55,-67,-51,30,60,30_60
-57,-68,-51,30,60,30_60
-58,-68,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-54,-68,-51,30,60,30_60
-55,-67,-52,30,60,30_60
-56,-68,-52,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-68,-52,30,60,30_60
-54,-69,-52,30,60,30_60
-56,-68,-52,30,60,30_60
-54,-67,-52,30,60,30_60
-55,-66,-51,30,60,30_60
-54,-68,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-52,30,60,30_60
-55,-68,-50,30,60,30_60
-55,-68,-52,30,60,30_60
-55,-69,-51,30,60,30_60
-54,-68,-52,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-56,-67,-51,30,60,30_60
-57,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-52,30,60,30_60
-56,-68,-52,30,60,30_60
-54,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-70,-50,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-50,30,60,30_60
-55,-69,-52,30,60,30_60
-54,-69,-50,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-56,-70,-51,30,60,30_60
-55,-69,-54,30,60,30_60
-56,-69,-50,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-68,-50,30,60,30_60
-55,-70,-50,30,60,30_60
-56,-68,-52,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-57,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-68,-52,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-68,-51,30,60,30_60
-55,-69,-53,30,60,30_60
-56,-68,-51,30,60,30_60
-55,-67,-51,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-50,30,60,30_60
-58,-70,-51,30,60,30_60
-56,-70,-52,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-52,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-53,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-51,30,60,30_60
-56,-70,-51,30,60,30_60
-57,-69,-50,30,60,30_60
-56,-69,-51,30,60,30_60
-56,-69,-52,30,60,30_60
-55,-70,-51,30,60,30_60
-55,-70,-52,30,60,30_60
-56,-70,-52,30,60,30_60
-55,-69,-51,30,60,30_60
-55,-70,-52,30,60,30_60
-56,-64,-54,30,90,30_90
-56,-66,-54,30,90,30_90
-55,-67,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-57,-67,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-56,-65,-54,30,90,30_90
-52,-67,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-65,-53,30,90,30_90
-56,-66,-57,30,90,30_90
-56,-66,-54,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-56,-67,-51,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-55,-66,-53,30,90,30_90
-55,-66,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-66,-51,30,90,30_90
-55,-66,-54,30,90,30_90
-56,-67,-52,30,90,30_90
-56,-65,-53,30,90,30_90
-56,-66,-53,30,90,30_90
-57,-66,-52,30,90,30_90
-57,-67,-52,30,90,30_90
-57,-67,-53,30,90,30_90
-57,-66,-54,30,90,30_90
-57,-66,-54,30,90,30_90
-57,-66,-53,30,90,30_90
-56,-64,-54,30,90,30_90
-56,-65,-53,30,90,30_90
-55,-66,-54,30,90,30_90
-55,-67,-54,30,90,30_90
-57,-67,-53,30,90,30_90
-55,-65,-53,30,90,30_90
-57,-67,-53,30,90,30_90
-56,-68,-57,30,90,30_90
-55,-67,-54,30,90,30_90
-55,-66,-53,30,90,30_90
-55,-66,-54,30,90,30_90
-55,-66,-51,30,90,30_90
-55,-68,-53,30,90,30_90
-55,-67,-54,30,90,30_90
-55,-66,-53,30,90,30_90
-56,-66,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-67,-51,30,90,30_90
-54,-68,-54,30,90,30_90
-55,-66,-52,30,90,30_90
-56,-66,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-58,-67,-52,30,90,30_90
-55,-64,-52,30,90,30_90
-55,-66,-53,30,90,30_90
-56,-67,-54,30,90,30_90
-56,-66,-54,30,90,30_90
-57,-67,-53,30,90,30_90
-55,-66,-54,30,90,30_90
-56,-65,-53,30,90,30_90
-56,-67,-54,30,90,30_90
-58,-67,-54,30,90,30_90
-56,-65,-53,30,90,30_90
-56,-66,-53,30,90,30_90
-56,-66,-53,30,90,30_90
-57,-67,-57,30,90,30_90
-56,-66,-54,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-67,-54,30,90,30_90
-57,-66,-51,30,90,30_90
-60,-66,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-55,-67,-53,30,90,30_90
-56,-67,-53,30,90,30_90
-56,-66,-53,30,90,30_90
-58,-66,-53,30,90,30_90
-55,-67,-51,30,90,30_90
-55,-65,-54,30,90,30_90
-56,-66,-52,30,90,30_90
-56,-66,-53,30,90,30_90
-57,-67,-53,30,90,30_90
-55,-67,-52,30,90,30_90
-56,-66,-52,30,90,30_90
-56,-66,-53,30,90,30_90
-58,-66,-54,30,90,30_90
-56,-64,-54,30,90,30_90
-56,-65,-53,30,90,30_90
-56,-66,-54,30,90,30_90
-57,-67,-53,30,90,30_90
-56,-67,-54,30,90,30_90
-56,-65,-54,30,90,30_90
-56,-67,-53,30,90,30_90
-57,-68,-53,30,90,30_90
-60,-67,-53,30,90,30_90
-56,-66,-57,30,90,30_90
-60,-66,-54,30,90,30_90
-56,-66,-53,30,90,30_90
-54,-65,-51,30,120,30_120
-54,-65,-50,30,120,30_120
-55,-64,-49,30,120,30_120
-55,-66,-50,30,120,30_120
-54,-66,-49,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-66,-48,30,120,30_120
-53,-66,-50,30,120,30_120
-54,-64,-51,30,120,30_120
-54,-64,-50,30,120,30_120
-54,-64,-50,30,120,30_120
-54,-65,-51,30,120,30_120
-55,-66,-51,30,120,30_120
-55,-65,-50,30,120,30_120
-55,-65,-50,30,120,30_120
-54,-64,-50,30,120,30_120
-53,-65,-49,30,120,30_120
-56,-64,-49,30,120,30_120
-55,-64,-51,30,120,30_120
-54,-65,-50,30,120,30_120
-53,-64,-50,30,120,30_120
-55,-65,-50,30,120,30_120
-54,-64,-50,30,120,30_120
-54,-65,-49,30,120,30_120
-54,-64,-49,30,120,30_120
-55,-65,-50,30,120,30_120
-55,-64,-49,30,120,30_120
-55,-65,-51,30,120,30_120
-54,-65,-51,30,120,30_120
-52,-65,-50,30,120,30_120
-53,-65,-50,30,120,30_120
-52,-66,-49,30,120,30_120
-53,-66,-49,30,120,30_120
-54,-65,-51,30,120,30_120
-53,-66,-51,30,120,30_120
-54,-66,-50,30,120,30_120
-54,-65,-50,30,120,30_120
-54,-67,-51,30,120,30_120
-54,-66,-50,30,120,30_120
-53,-65,-51,30,120,30_120
-54,-66,-50,30,120,30_120
-54,-66,-50,30,120,30_120
-55,-66,-51,30,120,30_120
-53,-66,-52,30,120,30_120
-55,-66,-51,30,120,30_120
-53,-67,-50,30,120,30_120
-54,-65,-50,30,120,30_120
-58,-65,-50,30,120,30_120
-54,-66,-50,30,120,30_120
-54,-67,-49,30,120,30_120
-53,-65,-48,30,120,30_120
-54,-66,-50,30,120,30_120
-54,-66,-49,30,120,30_120
-56,-65,-50,30,120,30_120
-54,-66,-50,30,120,30_120
-54,-65,-49,30,120,30_120
-55,-65,-49,30,120,30_120
-55,-65,-49,30,120,30_120
-57,-65,-49,30,120,30_120
-56,-66,-49,30,120,30_120
-54,-65,-50,30,120,30_120
